Year,Title,Authors,CitationsJuly2018,Domain,Definition
2011,Cross-Domain Collaborative Anomaly Detection: So Far Yet So Close,"Nathaniel Boggs, Sharath Hiremagalore, Angelos Stavrou, Salvatore J. Stolfo",31,ids,model
2011,Revisiting Traffic Anomaly Detection Using Software Defined Networking,"Syed Akbar Mehdi, Junaid Khalid, Syed Ali Khayam",230,ids,n/a
2011,Non-Negative Residual Matrix Factorization with Application to Graph Anomaly Detection,"Hanghang Tong, Ching-Yung Lin",73,cross,model
2011,Power line carrier (PLC) signal analysis of smart meters for outlier detection,"Rakesh Rao, Srinivas Akella, Gokhan Guley",24,fault,likelihood
2011,A Review of SCADA Anomaly Detection Systems,"Iñaki Garitano, Roberto Uribeetxeberria, Urko Zurutuza",33,ids,n/a
2011,Traffic dispersion graph based anomaly detection,"Do Quoc Le, Taeyoel Jeong, H. Eduardo Roman, James Won-Ki Hong",20,ids,similarity
2011,"Spatial Outlier Detection: Data, Algorithms, Visualizations","Elke Achtert, Ahmed Hettab, Hans-Peter Kriegel, Erich Schubert, Arthur Zimek",31,gis,n/a
2011,The role of visualization and interaction in maritime anomaly detection,"Maria Riveiro, Göran Falkman",22,gis,n/a
2011,TVi: a visual querying system for network monitoring and anomaly detection,"Alberto Boschetti, Luca Salgarelli, Chris Muelder, Kwan-Liu Ma",30,ids,similarity
2011,A graph theoretic approach to anomaly detection in hyperspectral imagery,"David W. Messinger, James Albano",24,remote,similarity
2011,Hierarchical Probabilistic Models for Group Anomaly Detection,"Liang Xiong, Barnabás Póczos, Jeff G. Schneider, Andrew J. Connolly, Jake VanderPlas",49,cross,likelihood
2011,Moving Object Detection by Detecting Contiguous Outliers in the Low-Rank Representation,"Xiaowei Zhou, Can Yang, Weichuan Yu",340,remote,model
2012,Exact Subspace Segmentation and Outlier Detection by Low-Rank Representation,"Guangcan Liu, Huan Xu, Shuicheng Yan",57,remote,model
2012,An intelligent algorithm with feature selection and decision rules applied to anomaly intrusion detection,"Shih-Wei Lin, Kuo-Ching Ying, Chou-Yuan Lee, Zne-Jung Lee",134,ids,model
2012,Outlier Detection in Cross-Context Link Discovery for Creative Literature Mining,"Ingrid Petric, Bojan Cestnik, Nada Lavrac, Tanja Urbancic",24,cross,similarity
2012,Multi-scale and real-time non-parametric approach for anomaly detection and localization,"Marco Bertini, Alberto Del Bimbo, Lorenzo Seidenari",94,remote,likelihood
2012,FRaC: a feature-modeling approach for semi-supervised and unsupervised anomaly detection,"Keith Noto, Carla E. Brodley, Donna K. Slonim",46,cross,likelihood
2012,Statistical and signal-based network traffic recognition for anomaly detection,"Michal Choras, Lukasz Saganowski, Rafal Renk, Witold Holubowicz",32,ids,frequency
2012,An autonomous labeling approach to support vector machines algorithms for network traffic anomaly detection,"Carlos Catania, Facundo Bromberg, Carlos García Garino",40,ids,model
2012,Ensemble based sensing anomaly detection in wireless sensor networks,"Daniel-Ioan Curiac, Constantin Volosencu",37,sense,model
2012,Statistics-based outlier detection for wireless sensor networks,"Y. Zhang, Nicholas A. S. Hamm, Nirvana Meratnia, Alfred Stein, M. van de Voort, Paul J. M. Havinga",101,sense,likelihood
2012,Visual interactive evolutionary algorithm for high dimensional outlier detection and data clustering problems,Lydia Boudjeloud-Assala,20,cross,similarity
2012,AOCD: An Adaptive Outlier Based Coordinated Scan Detection Approach,"Monowar H. Bhuyan, Dhruba K. Bhattacharyya, Jugal K. Kalita",23,ids,cluster
2012,Adaptive Anomaly-Based Intrusion Detection System Using Fuzzy Controller,"Farzaneh Geramiraz, Amir Saman Memaripour, Maghsoud Abbaspour",21,ids,rule
2012,Parallel Misuse and Anomaly Detection Model,"Radhika Goel, Anjali Sardana, Ramesh C. Joshi",29,ids,model
2012,Workflow mining and outlier detection from clinical activity logs,"Loubna Bouarfa, Jenny Dankelman",55,health,similarity
2012,Usage of Modified Holt-Winters Method in the Anomaly Detection of Network Traffic: Case Studies,"Maciej Szmit, Anna Szmit",21,ids,model
2012,Hyperspectral Anomaly Detection: Comparative Evaluation in Scenes with Diverse Complexity,"Dirk Borghys, Ingebjørg Kåsen, Véronique Achard, Christiaan Perneel",21,remote,n/a
2012,Community-based anomaly detection in evolutionary networks,"Zhengzhang Chen, William Hendrix, Nagiza F. Samatova",54,cross,n/a
2012,Security analysis of online centroid anomaly detection,"Marius Kloft, Pavel Laskov",35,ids,cluster
2012,A-GHSOM: An adaptive growing hierarchical self organizing map for network anomaly detection,"Dennis Ippoliti, Xiaobo Zhou",27,ids,model
2012,Density-preserving projections for large-scale local anomaly detection,"Timothy de Vries, Sanjay Chawla, Michael E. Houle",32,cross,similarity
2012,An efficient negative selection algorithm with further training for anomaly detection,"Maoguo Gong, Jian Zhang, Jingjing Ma, Licheng Jiao",71,cross,similarity
2012,Sparse Kernel-Based Hyperspectral Anomaly Detection,"Prudhvi Gurram, Heesung Kwon, Timothy Han",32,cross,model
2012,Outlier detection in high-density surface electromyographic signals,"Hamid R. Marateb, Monica Rojas-Martínez, Marjan Mansourian, Roberto Merletti, Miguel A. Mañanas Villanueva",29,health,similarity
2012,Adaptive ROC-based ensembles of HMMs applied to anomaly detection,"Wael Khreich, Eric Granger, Ali Miri, Robert Sabourin",50,ids,likelihood
2012,A survey on unsupervised outlier detection in high-dimensional numerical data,"Arthur Zimek, Erich Schubert, Hans-Peter Kriegel",254,cross,n/a
2012,Detecting signals of new technological opportunities using semantic patent analysis and outlier detection,"Janghyeok Yoon, Kwangsoo Kim",96,others,similarity
2012,Outlier Detection in Functional Observations With Applications to Profile Monitoring,"Guan Yu, Changliang Zou, Zhaojun Wang",38,cross,likelihood
2012,Large-scale IP network behavior anomaly detection and identification using substructure-based approach and multivariate time series mining,"Weisong He, Guangmin Hu, Yingjie Zhou",21,ids,frequency
2012,Magnetic Anomaly Detection Using High-Order Crossing Method,"Arie Sheinker, Boris Ginzburg, Nizan Salomonski, Phineas A. Dickstein, Lev Frumkis, Ben-Zion Kaplan",30,gis,frequency
2012,Anomaly Detection and Reconstruction From Random Projections,"James E. Fowler, Qian Du",70,remote,model
2012,Sequential Anomaly Detection in the Presence of Noise and Limited Feedback,"Maxim Raginsky, Rebecca M. Willett, Corinne Horn, Jorge G. Silva, Roummel F. Marcia",42,cross,likelihood
2012,Isolation-Based Anomaly Detection,"Fei Tony Liu, Kai Ming Ting, Zhi-Hua Zhou",140,cross,similarity
2012,Anomaly Detection for Discrete Sequences: A Survey,"Varun Chandola, Arindam Banerjee, Vipin Kumar",285,cross,n/a
2012,A Performance Anomaly Detection and Analysis Framework for DBMS Development,"Donghun Lee, Sang K. Cha, Arthur H. Lee",22,fault,likelihood
2012,A Review of Anomaly Detection in Automated Surveillance,"Angela A. Sodemann, Matthew P. Ross, Brett J. Borghetti",85,remote,n/a
2012,A Healthcare Utilization Analysis Framework for Hot Spotting and Contextual Anomaly Detection,"Jianying Hu, Fei Wang, Jimeng Sun, Robert Sorrentino, Shahram Ebadollahi",25,health,similarity
2012,Spatiotemporal anomaly detection through visual analysis of geolocated Twitter messages,"Dennis Thom, Harald Bosch, Steffen Koch, Michael Wörner, Thomas Ertl",123,gis,cluster
2012,Network Anomaly Detection Using Co-clustering,"Evangelos E. Papalexakis, Alex Beutel, Peter Steenkiste",35,ids,cluster
2012,An Ensemble of Rejecting Classifiers for Anomaly Detection of Audio Events,"Donatello Conte, Pasquale Foggia, Gennaro Percannella, Alessia Saggese, Mario Vento",21,remote,model
2012,Aircraft anomaly detection using performance models trained on fleet data,"Dimitry Gorinevsky, Bryan L. Matthews, Rodney Martin",22,fault,model
2012,Fast and reliable anomaly detection in categorical data,"Leman Akoglu, Hanghang Tong, Jilles Vreeken, Christos Faloutsos",54,cross,model
2012,Embedded Cyber-Physical Anomaly Detection in Smart Meters,"Massimiliano Raciti, Simin Nadjm-Tehrani",20,sense,cluster
2012,Video anomaly detection based on local statistical aggregates,"Venkatesh Saligrama, Zhu Chen",154,remote,likelihood
2012,A Contextual Anomaly Detection Approach to Discover Zero-Day Attacks,"Ahmed AlEroud, George Karabatis",23,ids,similarity
2012,AnyOut: Anytime Outlier Detection on Streaming Data,"Ira Assent, Philipp Kranen, Corinna Baldauf, Thomas Seidl",59,cross,cluster
2012,Towards periodicity based anomaly detection in SCADA networks,"Rafael Ramos Regis Barbosa, Ramin Sadre, Aiko Pras",40,ids,model
2012,Detectors Generation using Genetic Algorithm for a Negative Selection Inspired Anomaly Network Intrusion Detection System,"Amira Sayed A. Aziz, Mostafa A. Salama, Aboul Ella Hassanien, Sanaa El-Ola Hanafi",22,ids,similarity
2012,Maritime anomaly detection using Gaussian Process active learning,"Kira Kowalska, Leto Peel",38,gis,likelihood
2012,HTOutlier: Hardware Trojan detection with side-channel signature outlier identification,"Jie Zhang, Haile Yu, Qiang Xu",24,ids,similarity
2012,An effective unsupervised network anomaly detection method,"Monowar H. Bhuyan, D. K. Bhattacharyya, Jugal K. Kalita",26,ids,cluster
2012,An improved Hidden Markov Model for anomaly detection using frequent common patterns,"Afroza Sultana, Abdelwahab Hamou-Lhadj, Mario Couture",20,ids,likelihood
2012,Outlier Detection in Arbitrarily Oriented Subspaces,"Hans-Peter Kriegel, Peer Kröger, Erich Schubert, Arthur Zimek",63,cross,likelihood
2012,Granger Causality for Time-Series Anomaly Detection,"Huida Qiu, Yan Liu, Niranjan A. Subrahmanya, Weichang Li",28,cross,likelihood
2012,Practical anomaly detection based on classifying frequent traffic patterns,"Ignasi Paredes-Oliva, Ismael Castell-Uroz, Pere Barlet-Ros, Xenofontas A. Dimitropoulos, Josep Solé-Pareta",30,ids,model
2012,Robust feature selection and robust PCA for internet traffic anomaly detection,"Cláudia Pascoal, Maria Rosário de Oliveira, Rui Valadas, Peter Filzmoser, Paulo Salvador, António Pacheco",41,ids,model
2012,Argus: End-to-end service anomaly detection and localization from an ISP's point of view,"He Yan, Ashley Flavel, Zihui Ge, Alexandre Gerber, Daniel Massey, Christos Papadopoulos, Hiren Shah, Jennifer Yates",40,ids,frequency
2012,Integrating community matching and outlier detection for mining evolutionary community outliers,"Manish Gupta, Jing Gao, Yizhou Sun, Jiawei Han",88,cross,n/a
2012,A near-linear time approximation algorithm for angle-based outlier detection in high-dimensional data,"Ninh Pham, Rasmus Pagh",78,cross,similarity
2012,Smarter outlier detection and deeper understanding of large-scale taxi trip records: a case study of NYC,Jianting Zhang,20,gis,frequency
2012,Anomaly Teletraffic Intrusion Detection Systems on Hadoop-Based Platforms: A Survey of Some Problems and Solutions,"Hae-Duck Joshua Jeong, WooSeok Hyun, Jiyoung Lim, Ilsun You",23,ids,n/a
2012,Unsupervised Clustering Approach for Network Anomaly Detection,"Iwan Syarif, Adam Prügel-Bennett, Gary Wills",48,ids,cluster
2012,Multi-criteria Anomaly Detection using Pareto Depth Analysis,"Ko-Jen Hsiao, Kevin S. Xu, Jeff Calder, Alfred O. Hero III",30,cross,similarity
2012,Community Trend Outlier Detection Using Soft Temporal Pattern Mining,"Manish Gupta, Jing Gao, Yizhou Sun, Jiawei Han",56,cross,n/a
2012,An automatic satellite image registration technique based on Harris corner detection and Random Sample Consensus (RANSAC) outlier rejection model,"Indranil Misra, S. Manthira Moorthi, Debajyoti Dhar, R. Ramakrishnan",41,remote,likelihood
2012,A hybrid system for reducing the false alarm rate of anomaly intrusion detection system,"Hari Om, Aritra Kundu",84,ids,likelihood
2012,Fast Robustness Estimation in Large Social Graphs: Communities and Anomaly Detection,"Fragkiskos D. Malliaros, Vasileios Megalooikonomou, Christos Faloutsos",25,cross,n/a
2012,User Intention-Based Traffic Dependence Analysis for Anomaly Detection,"Hao Zhang, William Banick, Danfeng Yao, Naren Ramakrishnan",30,ids,model
2012,AAD: Adaptive Anomaly Detection System for Cloud Computing Infrastructures,"Husanbir S. Pannu, Jianguo Liu, Song Fu",25,fault,model
2012,Histogram-Based Online Anomaly Detection in Hierarchical Wireless Sensor Networks,"Miao Xie, Jiankun Hu, Biming Tian",28,sense,likelihood
2012,Wireless Smart Home Sensor Networks: Mobile Agent Based Anomaly Detection,"Muhammad Usman, Vallipuram Muthukkumarasamy, Xin-Wen Wu, Surraya Khanum",22,sense,likelihood
2012,Quarter-Sphere SVM: Attribute and Spatio-Temporal correlations based Outlier & Event Detection in wireless sensor networks,"Nauman Shahid, Ijaz Haider Naqvi, Saad B. Qaisar",37,sense,model
2012,Local Anomaly Detection,"Venkatesh Saligrama, Manqi Zhao",31,cross,likelihood
2012,Anomaly Detection in Water Management Systems,"Massimiliano Raciti, Jordi Cucurull, Simin Nadjm-Tehrani",27,sense,cluster
2013,Distributed online outlier detection in wireless sensor networks using ellipsoidal support vector machine,"Yang Zhang, Nirvana Meratnia, Paul J. M. Havinga",67,sense,model
2013,Distribution-based anomaly detection via generalized likelihood ratio test: A general Maximum Entropy approach,"Angelo Coluccia, Alessandro D'Alconzo, Fabio Ricciato",28,ids,likelihood
2013,ADMIRE: Anomaly detection method using entropy-based PCA with three-step sketches,"Yoshiki Kanda, Romain Fontugne, Kensuke Fukuda, Toshiharu Sugawara",21,ids,model
2013,SIPAD: SIP-VoIP Anomaly Detection using a Stateful Rule Tree,"Dongwon Seo, Heejo Lee, Ejovi Nuwere",27,ids,rule
2013,Statistical wavelet-based anomaly detection in big data with compressive sensing,"Wei Wang, Dunqiang Lu, Xin Zhou, Baoju Zhang, Jiasong M",21,cross,frequency
2013,Vessel Pattern Knowledge Discovery from AIS Data: A Framework for Anomaly Detection and Route Prediction,"Giuliana Pallotta, Michele Vespe, Karna Bryan",177,gis,likelihood
2013,Anomaly detection of cooling fan and fault classification of induction motor using Mahalanobis-Taguchi system,"Xiaohang Jin, Tommy W. S. Chow",39,fault,similarity
2013,Open data for anomaly detection in maritime surveillance,"Samira Kazemi, Shahrooz Abghari, Niklas Lavesson, Henric Johnson, Peter Ryman",36,gis,rule
2013,Network Traffic Features for Anomaly Detection in Specific Industrial Control System Network,"Matti Mantere, Mirko Sailio, Sami Noponen",21,ids,cluster
2013,Spatial outlier detection based on iterative self-organizing learning model,"Qiao Cai, Haibo He, Hong Man",29,gis,cluster
2013,Network anomaly detection with the restricted Boltzmann machine,"Ugo Fiore, Francesco Palmieri, Aniello Castiglione, Alfredo De Santis",117,ids,likelihood
2013,Scalable Anomaly Detection for Smart City Infrastructure Networks,"Djellel Eddine Difallah, Philippe Cudré-Mauroux, Sean A. McKenna",24,sense,similarity
2013,Algorithms for anomaly detection of traces in logs of process aware information systems,"Fábio de Lima Bezerra, Jacques Wainer",33,others,n/a
2013,Enhancing density-based clustering: Parameter reduction and outlier detection,"Carmelo Cassisi, Alfredo Ferro, Rosalba Giugno, Giuseppe Pigola, Alfredo Pulvirenti",56,cross,cluster
2013,Toward a more practical unsupervised anomaly detection system,"Jungsuk Song, Hiroki Takakura, Yasuo Okabe, Koji Nakao",69,ids,cluster
2013,Energy-aware and self-adaptive anomaly detection scheme based on network tomography in mobile ad hoc networks,"Wei Wang, Huiran Wang, Beizhan Wang, Yaping Wang, Jiajun Wang",20,ids,model
2013,Application of density-based outlier detection to database activity monitoring,"Seung Kim, Nam Wook Cho, Youngjoo Lee, Suk-Ho Kang, Taewan Kim, Hyeseon Hwang, Dongseop Mun",20,others,similarity
2013,Toward Supervised Anomaly Detection,"Nico Görnitz, Marius Kloft, Konrad Rieck, Ulf Brefeld",79,cross,model
2013,Outlier detection for patient monitoring and alerting,"Milos Hauskrecht, Iyad Batal, Michal Valko, Shyam Visweswaran, Gregory F. Cooper, Gilles Clermont",62,health,likelihood
2013,Anomaly Detection in Medical Wireless Sensor Networks,"Osman Salem, Yaning Liu, Ahmed Mehaoua",21,sense,likelihood
2013,Distributed anomaly detection for industrial wireless sensor networks based on fuzzy data modelling,"Heshan Kumarage, Ibrahim Khalil, Zahir Tari, Albert Y. Zomaya",37,sense,cluster
2013,Multiscale Anomaly Detection Using Diffusion Maps,"Gal Mishne, Israel Cohen",25,gis,model
2013,Anomaly Detection in Time Series of Graphs using Fusion of Graph Invariants,"Youngser Park, Carey E. Priebe, Abdou Youssef",27,cross,n/a
2013,Efficient Computer Network Anomaly Detection by Changepoint Detection Methods,"Alexander G. Tartakovsky, Aleksey S. Polunchenko, Grigory Sokolov",75,ids,likelihood
2013,Context-Aware Activity Recognition and Anomaly Detection in Video,"Yingying Zhu, Nandita M. Nayak, Amit K. Roy-Chowdhury",60,remote,similarity
2013,SVDD-based outlier detection on uncertain data,"Bo Liu, Yanshan Xiao, Longbing Cao, Zhifeng Hao, Feiqi Deng",74,cross,model
2013,Anomaly intrusion detection based on PLS feature extraction and core vector machine,"Xusheng Gan, Jing-shun Duanmu, Jia-fu Wang, Wei Cong",39,ids,model
2013,Outlier detection on uncertain data based on local information,"Jing Liu, Huifang Deng",23,cross,similarity
2013,Moving Object Detection by Detecting Contiguous Outliers in the Low-Rank Representation,"Xiaowei Zhou, Can Yang, Weichuan Yu",342,remote,model
2013,On-line anomaly detection and resilience in classifier ensembles,"Hesam Sagha, Hamidreza Bayati, José del R. Millán, Ricardo Chavarriaga",26,cross,model
2013,Using Low Resolution Satellite Imagery for Yield Prediction and Yield Anomaly Detection,"Felix Rembold, Clement Atzberger, Igor V. Savin, Oscar Rojas",130,remote,n/a
2013,FTDA: outlier detection-based fault-tolerant data aggregation for wireless sensor networks,"Suat Ozdemir, Yang Xiao",27,sense,similarity
2013,Advancements of Data Anomaly Detection Research in Wireless Sensor Networks: A Survey and Open Issues,"Murad A. Rassam, Anazida Zainal, Mohd Aizaini Maarof",35,sense,n/a
2013,Research issues in outlier detection for data streams,"Md. Shiblee Sadik, Le Gruenwald",31,cross,n/a
2013,Ensembles for unsupervised outlier detection: challenges and research questions a position paper,"Arthur Zimek, Ricardo J. G. B. Campello, Jörg Sander",94,cross,n/a
2013,Advancements of Outlier Detection: A Survey,Ji Zhang,57,cross,n/a
2013,Anomaly Detection Based Secure In-Network Aggregation for Wireless Sensor Networks,"Bo Sun, Xuemei Shan, Kui Wu, Yang Xiao",54,sense,likelihood
2013,MedMon: Securing Medical Devices Through Wireless Monitoring and Anomaly Detection,"Meng Zhang, Anand Raghunathan, Niraj K. Jha",54,sense,rule
2013,AutoGAD: An Improved ICA-Based Hyperspectral Anomaly Detection Algorithm,"Robert J. Johnson, Jason P. Williams, Kenneth W. Bauer Jr.",23,remote,model
2013,Models and Methods for Automated Background Density Estimation in Hyperspectral Anomaly Detection,"Stefania Matteoli, Tiziana Veracini, Marco Diani, Giovanni Corsini",33,remote,likelihood
2013,A Compressed PCA Subspace Method for Anomaly Detection in High-Dimensional Data,"Qi Ding, Eric D. Kolaczyk",33,cross,model
2013,Anomaly Detection via Online Oversampling Principal Component Analysis,"Yuh-Jye Lee, Yi-Ren Yeh, Yu-Chiang Frank Wang",105,cross,model
2013,Information-Theoretic Outlier Detection for Large-Scale Categorical Data,"Shu Wu, Shengrui Wang",70,cross,frequency
2013,Scalable Hypergrid k-NN-Based Online Anomaly Detection in Wireless Sensor Networks,"Miao Xie, Jiankun Hu, Song Han, Hsiao-Hwa Chen",60,sense,similarity
2013,Online Anomaly Detection for Hard Disk Drives Based on Mahalanobis Distance,"Yu Wang, Qiang Miao, Eden W. M. Ma, Kwok-Leung Tsui, Michael G. Pecht",41,fault,likelihood
2013,"A scalable, non-parametric anomaly detection framework for Hadoop","Li Yu, Zhiling Lan",21,fault,cluster
2013,Network traffic anomaly detection using clustering techniques and performance comparison,"Duo Liu, Chung-Horng Lung, Ioannis Lambadaris, Nabil Seddigh",21,ids,cluster
2013,A close look on n-grams in intrusion detection: anomaly detection vs. classification,"Christian Wressnegger, Guido Schwenk, Daniel Arp, Konrad Rieck",56,ids,n/a
2013,Network anomaly detection: A survey and comparative analysis of stochastic and deterministic methods,"Jing Wang, Daniel Rossell, Christos G. Cassandras, Ioannis Ch. Paschalidis",22,ids,n/a
2013,Anomaly Detection in IaaS Clouds,"Frank Dölitzscher, Martin Knahl, Christoph Reich, Nathan L. Clarke",23,ids,model
2013,An adaptive flow counting method for anomaly detection in SDN,Ying Zhang,107,ids,rule
2013,"Profile-Based, Load-Independent Anomaly Detection and Analysis in Performance Regression Testing of Software Systems","Shadi Ghaith, Miao Wang, Philip Perry, John Murphy",21,fault,similarity
2013,Object-Centric Anomaly Detection by Attribute-Based Reasoning,"Babak Saleh, Ali Farhadi, Ahmed M. Elgammal",36,cross,likelihood
2013,Anomaly Detection via One Class SVM for Protection of SCADA Systems,"Jianmin Jiang, Lasith Yasakethu",20,ids,model
2013,Machine learning-based anomaly detection for post-silicon bug diagnosis,"Andrew DeOrio, Qingkun Li, Matthew Burgess, Valeria Bertacco",25,fault,cluster
2013,An improved anomaly detection and diagnosis framework for mobile network operators,Szabolcs Nováczki,37,fault,likelihood
2013,Network traffic anomaly detection based on growing hierarchical SOM,"Shin-Ying Huang, Yennun Huang",20,ids,model
2013,Sensor fault and patient anomaly detection and classification in medical wireless sensor networks,"Osman Salem, Alexey Guerassimov, Ahmed Mehaoua, Anthony Marcus, Borko Furht",43,health,model
2013,Flow-Based Anomaly Detection Using Neural Network Optimized with GSA Algorithm,"Zahra Jadidi, Vallipuram Muthukkumarasamy, Elankayer Sithirasenan, Mansour Sheikhan",37,ids,model
2013,Outlier Detection in Non-intrusive ECG Biometric System,"André Lourenço, Hugo Silva, Carlos Carreiras, Ana L. N. Fred",27,health,similarity
2013,Anomaly detection in time series data using a fuzzy c-means clustering,"Hesam Izakian, Witold Pedrycz",28,cross,cluster
2013,One-Class Conditional Random Fields for Sequential Anomaly Detection,"Yale Song, Zhen Wen, Ching-Yung Lin, Randall Davis",22,cross,likelihood
2013,Mobile Network Anomaly Detection and Mitigation: The NEMESYS Approach,"Omer H. Abdelrahman, Erol Gelenbe, Gökçe Görbil, Boris Oklander",35,ids,n/a
2013,"Efficient anomaly detection in dynamic, attributed graphs: Emerging phenomena and big data","Benjamin A. Miller, Nicholas Arcolano, Nadya T. Bliss",31,cross,likelihood
2013,A host-based anomaly detection approach by representing system calls as states of kernel modules,"Syed Shariyar Murtaza, Wael Khreich, Abdelwahab Hamou-Lhadj, Mario Couture",28,ids,likelihood
2013,Subsampling for efficient and effective unsupervised outlier detection ensembles,"Arthur Zimek, Matthew Gaudet, Ricardo J. G. B. Campello, Jörg Sander",80,cross,similarity
2013,Sparse coding with anomaly detection,"Amir Adler, Michael Elad, Yacov Hel-Or, Ehud Rivlin",47,cross,model
2013,Near-optimal Anomaly Detection in Graphs using Lovasz Extended Scan Statistic,"James Sharpnack, Akshay Krishnamurthy, Aarti Singh",33,cross,likelihood
2013,Rapid Distance-Based Outlier Detection via Sampling,"Mahito Sugiyama, Karsten M. Borgwardt",44,cross,similarity
2013,Local Outlier Detection with Interpretation,"Xuan-Hong Dang, Barbora Micenková, Ira Assent, Raymond T. Ng",20,cross,similarity
2013,Community Distribution Outlier Detection in Heterogeneous Information Networks,"Manish Gupta, Jing Gao, Jiawei Han",29,cross,cluster
2013,CMI: An Information-Theoretic Contrast Measure for Enhancing Subspace Cluster and Outlier Detection,"Klemens Böhm, Fabian Keller, Emmanuel Müller, Hoang Vu Nguyen, Jilles Vreeken",36,cross,similarity
2013,k-means-: A Unified Approach to Clustering and Outlier Detection,"Sanjay Chawla, Aristides Gionis",87,cross,cluster
2013,Instance-based Anomaly Method for Android Malware Detection,"Borja Sanz, Igor Santos, Xabier Ugarte-Pedrero, Carlos Laorden, Javier Nieves, Pablo García Bringas",20,ids,similarity
2013,Continuous outlier detection in data streams: an extensible framework and state-of-the-art algorithms,"Dimitrios Georgiadis, Maria Kontaki, Anastasios Gounaris, Apostolos N. Papadopoulos, Kostas Tsichlas, Yannis Manolopoulos",21,cross,similarity
2013,A Robust Anomaly Detection in Pantograph-Catenary System Based on Mean-Shift Tracking and Foreground Detection,"Ilhan Aydin, Mehmet Karaköse, Erhan Akin",30,fault,likelihood
2013,One-Class Support Measure Machines for Group Anomaly Detection,"Krikamol Muandet, Bernhard Schölkopf",37,cross,likelihood
2013,"Anomaly, event, and fraud detection in large network datasets","Leman Akoglu, Christos Faloutsos",29,cross,n/a
2013,A Methodological Overview on Anomaly Detection,"Christian Callegari, Angelo Coluccia, Alessandro D'Alconzo, Wendy Ellens, Stefano Giordano, Michel Mandjes, Michele Pagano, Teresa Pepe, Fabio Ricciato, Piotr Zuraniewski",27,ids,n/a
2013,Entropy based Anomaly Detection System to Prevent DDoS Attacks in Cloud,"A. S. Syed Navaz, V. Sangeetha, C. Prabhadevi",60,ids,likelihood
2014,Outlier Detection for Temporal Data,"Manish Gupta, Jing Gao, Charu C. Aggarwal, Jiawei Han",103,cross,n/a
2014,Anomaly detection/detectability for a linear model with a bounded nuisance parameter,"Fouzi Harrou, Lionel Fillatre, Igor V. Nikiforov",20,fault,likelihood
2014,Anomaly detection for visual analytics of power consumption data,"Halldór Janetzko, Florian Stoffel, Sebastian Mittelstädt, Daniel A. Keim",31,sense,n/a
2014,Visual Analysis of Time-Series Similarities for Anomaly Detection in Sensor Networks,"Martin Steiger, Jürgen Bernard, Sebastian Mittelstädt, Hendrik Lücke-Tieke, Daniel A. Keim, Thorsten May, Jörn Kohlhammer",32,sense,similarity
2014,Combining OpenFlow and sFlow for an effective and scalable anomaly detection and mitigation mechanism on SDN environments,"Kostas Giotis, Christos Argyropoulos, Georgios Androulidakis, Dimitrios Kalogeras, Vasilis Maglaris",178,ids,likelihood
2014,An unsupervised anomaly-based detection approach for integrity attacks on SCADA systems,"Abdulmohsen Almalawi, Xinghuo Yu, Zahir Tari, Adil Fahad, Ibrahim Khalil",39,ids,cluster
2014,"Network Anomaly Detection: Methods, Systems and Tools","Monowar H. Bhuyan, D. K. Bhattacharyya, Jugal K. Kalita",391,ids,n/a
2014,Anomaly Detection in Wireless Sensor Networks in a Non-Stationary Environment,"Colin O'Reilly, Alexander Gluhak, Muhammad Ali Imran, Sutharshan Rajasegarar",36,sense,n/a
2014,A distributed approach to network anomaly detection based on independent component analysis,"Francesco Palmieri, Ugo Fiore, Aniello Castiglione",63,ids,model
2014,Anomaly detection in large-scale data stream networks,"Duc-Son Pham, Svetha Venkatesh, Mihai Lazarescu, Budhaditya Saha",39,cross,model
2014,"Local outlier detection reconsidered: a generalized view on locality with applications to spatial, video, and network outlier detection","Erich Schubert, Arthur Zimek, Hans-Peter Kriegel",118,cross,n/a
2014,Discrete shearlet transform on GPU with applications in anomaly detection and denoising,"Xavier Gibert, Vishal M. Patel, Demetrio Labate, Rama Chellappa",26,remote,model
2014,A novel hybrid intrusion detection method integrating anomaly detection with misuse detection,"Gisung Kim, Seungmin Lee, Sehun Kim",180,ids,model
2014,Anomaly detection in vessel tracks using Bayesian networks,"Steven Mascaro, Ann E. Nicholson, Kevin B. Korb",71,gis,likelihood
2014,Improving PCA-based anomaly detection by using multiple time scale analysis and Kullback-Leibler divergence,"Christian Callegari, Loris Gazzarrini, Stefano Giordano, Michele Pagano, Teresa Pepe",30,ids,model
2014,Anomaly Detection in Medical Wireless Sensor Networks using SVM and Linear Regression Models,"Osman Salem, Alexey Guerassimov, Ahmed Mehaoua, Anthony Marcus, Borko Furht",22,health,model
2014,Video anomaly detection based on a hierarchical activity discovery within spatio-temporal contexts,"Dan Xu, Rui Song, Xinyu Wu, Nannan Li, Wei Feng, Huihuan Qian",38,remote,likelihood
2014,Outlier detection in audit logs for application systems,"Horacio D. Kuna, Ramón García-Martínez, Francisco R. Villatoro",22,others,n/a
2014,Anomaly secure detection methods by analyzing dynamic characteristics of the network traffic in cloud communications,"Wei Xiong, Hanping Hu, Naixue Xiong, Laurence T. Yang, Wen-Chih Peng, Xiaofei Wang, Yanzhen Qu",41,ids,model
2014,Adaptive fuzzy clustering based anomaly data detection in energy system of steel industry,"Jun Zhao, Kai Liu, Wei Wang, Ying Liu",22,fault,similarity
